InvoiceDate,Make,CountryName,IsDealer,SalePrice,CostPrice,TotalDiscount,DeliveryCharge,SpareParts,LaborCost,ClientName,Model,Color,ReportingYear,ReportingMonth,Registration_Date,VehicleType,InvoiceNumber,CountryISOCode,OuterPostode,Region
2014-09-01,Bentley,USA,,112750,30700,550.0,675,1950,1250,Buckingham Palace Car Services,Continental,Black,2014,9,2007-05-09,Saloon,F9DE5F9C-DBBB-461A-A90D-2295D71F7AD3,USA,OH,
2014-10-01,Bentley,USA,,46750,30700,550.0,400,1950,987,Tweedy Wheels,Continental,Silver,2014,10,2007-05-09,Saloon,38812158-2016-4BE2-9B39-D015F44D3449,USA,MA,
2014-11-01,Bentley,USA,,112750,67000,550.0,350,1950,1250,Ambassador Cars,Continental,Canary Yellow,2014,11,2007-05-09,Saloon,3CC1A128-C248-45EE-95EE-7CD154BB0D3C,USA,WA,
2014-12-01,Bentley,USA,,46750,67000,550.0,350,1950,987,Embassy Motors,Continental,Canary Yellow,2014,12,2007-05-09,Coupe,02C5476A-F229-4308-8C56-C07D917C375B,USA,CO,
2015-01-02,Bentley,USA,,46750,67000,400.0,350,1950,987,Style ‘N Ride,Continental,Night Blue,2015,1,2007-05-09,Saloon,534E8AC0-42A7-4C8B-B714-FE7C8BAA561B,USA,MA,
2015-02-02,Bentley,USA,,112750,30700,550.0,400,1950,1250,BritWheels,Continental,Night Blue,2015,2,2007-05-09,Saloon,393FCEEE-E358-4A5A-A23B-3EF83C6F28A1,USA,OR,
2015-03-02,Bentley,USA,,112750,30700,400.0,675,1950,750,Sporty Types Corp,Continental,Green,2015,3,2007-05-09,Coupe,EA80A40B-5B51-4B67-A3D4-7C0464791C6B,USA,CA,
2015-04-02,Bentley,USA,,44000,30700,550.0,675,1950,750,Tweedy Wheels,Continental,Blue,2015,4,2007-05-09,Saloon,19729956-34D2-46FF-B4FD-FBADE74FF73E,USA,MA,
2015-05-02,Bentley,USA,,112750,30700,550.0,675,1950,750,Union Jack Sports Cars,Continental,Red,2015,5,2007-05-09,Saloon,1E246834-5135-4C9A-B0AA-5142CA50CB22,USA,KY,
2015-06-02,Bentley,USA,,42250,67000,400.0,400,1950,750,Buckingham Palace Car Services,Continental,Red,2015,6,2007-05-09,Saloon,70B8C54E-0484-4306-9AA3-3C0885B4E77D,USA,OH,
2015-07-02,Bentley,USA,,42250,67000,550.0,400,1950,486,Ambassador Cars,Continental,Red,2015,7,2007-05-09,Convertible,F60B2388-54BD-4B06-8E95-0EB3F4D047AC,USA,WA,
2015-08-02,Bentley,USA,,42250,30700,550.0,675,1950,486,Embassy Motors,Continental,Dark Purple,2015,8,2006-09-20,Convertible,3BD86D96-4C47-4B5E-A31A-4A13A105AD5C,USA,CO,
2015-09-02,Bentley,USA,,44000,67000,1300.0,350,2570,486,Tweedy Wheels,Continental,Dark Purple,2015,9,2006-09-20,Coupe,1C4BBBD0-30C3-454C-AEBF-AE1BF0F0BE6A,USA,MA,
2015-10-02,Bentley,USA,,42250,67000,1050.0,350,2570,486,Sporty Types Corp,Continental,British Racing Green,2015,10,2006-09-20,Saloon,09D2948D-7D1D-4EE1-9197-C76903D78D4B,USA,CA,
2015-11-02,Bentley,USA,,46750,67000,1050.0,350,2570,486,Embassy Motors,Continental,Black,2015,11,2006-09-20,Saloon,C1ED862D-563C-4DAB-87A9-CC383AB6EE22,USA,CO,
2015-12-02,Bentley,USA,,46750,30700,1050.0,350,2570,486,Ambassador Cars,Continental,Night Blue,2015,12,2006-09-20,Saloon,99BE5DDF-4D0A-473E-A059-444BBDA5824F,USA,WA,
2015-02-02,Jaguar,USA,,32500,42500,200.0,-50,400,486,Classy Car Sales,XK,Red,2015,2,2007-05-09,Coupe,8A5B77F7-C982-420C-8332-5F220279E4C1,USA,PA,
2015-04-02,Jaguar,USA,,42250,42500,200.0,-50,400,325,Classy Car Sales,XK,Green,2015,4,2007-05-09,Saloon,1C4B4CF0-6E34-4890-BA45-EE03FD232788,USA,PA,
2015-05-02,TVR,USA,,32500,42500,200.0,-50,400,325,British Luxury Automobile Corp,Tuscan,Silver,2015,5,2006-09-20,Coupe,E5C7D247-2B8E-4322-8AE9-33A8E7AF32F5,USA,TN,
2015-06-02,Jaguar,USA,,122750,42500,350.0,-50,400,325,Buckingham Palace Car Services,XK,Canary Yellow,2015,6,2007-05-09,Convertible,E69214B0-7278-4F6F-9457-4A37C4079EF6,USA,OH,
2015-07-02,TVR,USA,,32500,42500,200.0,-50,400,325,Embassy Motors,Tuscan,Night Blue,2015,7,2006-09-20,Coupe,1AE128D3-29CD-49D2-8A45-3E5580B7C28D,USA,CO,
2015-08-02,Jaguar,USA,,44000,42500,200.0,-50,400,325,Tweedy Wheels,XK,Canary Yellow,2015,8,2006-09-20,Saloon,22201381-B16D-4AEB-9BF4-22B65705DD40,USA,MA,
2015-09-02,TVR,USA,,32500,42500,200.0,-50,400,325,Sporty Types Corp,Tuscan,Silver,2015,9,2006-09-20,Coupe,51BEB9F3-0E14-43B1-BB66-79EBF3D70576,USA,CA,
2015-10-02,Jaguar,USA,,42250,42500,350.0,-50,400,325,Buckingham Palace Car Services,XK,Red,2015,10,2006-09-20,Saloon,959E4D3E-4137-40B2-BAB9-1AE0D24E5D1C,USA,OH,
2015-11-02,TVR,USA,,44000,42500,200.0,-50,400,325,Sporty Types Corp,Tuscan,Blue,2015,11,2007-05-09,Coupe,2E57DA1F-7067-41E9-A10D-24620DEB219C,USA,CA,
2015-12-02,Jaguar,USA,,32500,42500,350.0,-50,400,325,Style ‘N Ride,XK,Blue,2015,12,2006-09-20,Coupe,29E4F389-BD97-4916-8D89-1A0F574F2BDE,USA,MA,
2015-01-02,Jaguar,USA,,44000,42500,200.0,-50,400,325,BritWheels,XK,Blue,2015,1,2006-09-20,Saloon,E3BDBBB6-FA33-4892-9E83-CD92ED1AE359,USA,OR,
2015-02-02,Jaguar,USA,,42250,30700,200.0,-50,250,250,BritWheels,XK,Dark Purple,2015,2,2006-09-20,Saloon,3023EF50-B10B-41B3-BFE7-27082B10CB8C,USA,OR,
2015-03-02,Jaguar,USA,,42250,30700,200.0,-50,250,250,BritWheels,XK,British Racing Green,2015,3,2005-09-20,Saloon,C2F17DCB-ED8A-44FB-B8BC-50546259BB28,USA,OR,
2015-04-02,Jaguar,USA,,42250,30700,200.0,-50,250,250,BritWheels,XK,Black,2015,4,2005-09-20,Saloon,44B9F6D7-0F65-409D-BA4F-188BAD1F3BA0,USA,OR,
2015-05-02,Jaguar,USA,,42250,67000,200.0,-50,400,250,BritWheels,XK,Red,2015,5,2005-09-20,Coupe,34E84A5D-EFF3-4AB3-B3D8-31E0EBCAB799,USA,OR,
2015-06-02,Jaguar,USA,,44000,67000,200.0,-50,400,250,BritWheels,XK,Canary Yellow,2015,6,2005-09-20,Saloon,20762235-541D-4395-B047-5B32AC0DD12E,USA,OR,
2015-07-02,Jaguar,USA,,44000,30700,350.0,-50,250,250,BritWheels,XK,Canary Yellow,2015,7,2005-09-20,Saloon,95ECE14B-5F19-4F7B-B01B-688EB263376F,USA,OR,
2015-08-02,Jaguar,USA,,42250,30700,200.0,-50,250,250,Ambassador Cars,XK,Silver,2015,8,2005-09-20,Saloon,166734F5-B5D1-48DA-8424-4CB6B97F7214,USA,WA,
2015-09-02,Jaguar,USA,,42250,30700,200.0,-50,250,250,Embassy Motors,XK,Silver,2015,9,2005-09-20,Coupe,283CA979-A592-48A0-A3AD-90FB2F6265BA,USA,CO,
2015-10-02,Jaguar,USA,,42250,67000,200.0,-50,250,250,Embassy Motors,XK,Silver,2015,10,2005-09-20,Coupe,4A6F1EC7-8C91-4624-AFB4-EDA6AAD52098,USA,CO,
2015-11-02,Jaguar,USA,,42250,30700,350.0,-50,250,250,Style ‘N Ride,XK,Silver,2015,11,2005-09-20,Saloon,80AE6A8E-FEA1-4E96-AA4F-2A54EEE2D58B,USA,MA,
2015-12-02,Jaguar,USA,,44000,67000,200.0,-50,400,250,BritWheels,XK,Blue,2015,12,2005-09-20,Saloon,7DA92B57-1E68-4C2A-B40E-4720C1FEA3CD,USA,OR,
2015-01-02,Jaguar,USA,,44000,67000,150.0,-50,400,250,Sporty Types Corp,XK,Blue,2015,1,2005-09-20,Saloon,E180BB34-8C21-4BAB-AA1F-B6666515897A,USA,CA,
2015-02-02,MGB,USA,,42250,9500,200.0,-50,400,325,British Luxury Automobile Corp,GT,Red,2015,2,2005-09-20,Coupe,ED114E14-754C-431B-B7B0-F19E94DFE122,USA,TN,
2015-03-02,MGB,USA,,42250,13500,150.0,-50,250,325,Sporty Types Corp,GT,Green,2015,3,1974-09-20,Convertible,EF2DF64C-11D7-4341-84BA-136173F17835,USA,CA,
2015-04-02,MGB,USA,,28000,9500,350.0,-50,250,325,Sporty Types Corp,GT,Red,2015,4,1974-09-20,Coupe,893E9004-DF65-47F7-8F9C-74A1AEC662BF,USA,CA,
2015-05-02,MGB,USA,,25250,13500,200.0,-50,250,325,BritWheels,GT,Red,2015,5,1976-09-20,Coupe,2BE098E1-43DB-4E09-9608-1B1F8DC938EA,USA,OR,
2015-06-02,MGB,USA,,25250,9500,200.0,50,250,325,BritWheels,GT,Red,2015,6,1976-09-20,Convertible,084CE00A-ED3A-4417-80F7-CDA172E87822,USA,OR,
2015-07-02,MGB,USA,,25250,13500,150.0,-50,250,325,Style ‘N Ride,GT,Red,2015,7,1974-09-20,Coupe,441E021D-3495-4D0C-9EFA-37C5993017A2,USA,MA,
2015-08-02,MGB,USA,,28000,9500,350.0,-50,400,325,Embassy Motors,GT,Blue,2015,8,1974-09-20,Coupe,F2BE2833-BBC5-4F6A-938C-6A03C4F62281,USA,CO,
2015-09-02,MGB,USA,,25250,13500,200.0,-50,400,325,Ambassador Cars,GT,Green,2015,9,1974-09-20,Coupe,D466E36A-D90E-4552-9757-20FA06EF6A1E,USA,WA,
2015-10-02,MGB,USA,,28000,9500,200.0,50,250,325,Embassy Motors,GT,Silver,2015,10,1974-09-20,Convertible,CA313D87-2D2D-4A5E-BC0A-8BAD82479A7D,USA,CO,
2015-11-02,MGB,USA,,25250,13500,200.0,-50,400,325,Style ‘N Ride,GT,Canary Yellow,2015,11,1976-09-20,Coupe,D9A3AACD-2D12-4BA2-8A4F-58ABFA7696A5,USA,MA,
2015-12-02,MGB,USA,,28000,9500,200.0,-50,400,325,Ambassador Cars,GT,Night Blue,2015,12,1976-09-20,Coupe,EEFCAD1D-831D-4D1B-B65B-E53090151C00,USA,WA,
2015-01-02,MGB,USA,,25250,9500,150.0,-50,250,325,Union Jack Sports Cars,GT,British Racing Green,2015,1,1976-09-20,Coupe,35EAF044-B0BA-45A4-A5F7-F2F64B84DD96,USA,KY,
2015-02-02,Triumph,USA,,25250,13500,200.0,-50,250,325,Union Jack Sports Cars,TR4,Black,2015,2,1974-09-20,Coupe,B1E49570-C872-4AC1-BF16-53D56544F7CB,USA,KY,
2015-03-02,Triumph,USA,,28000,22000,200.0,-50,250,325,Embassy Motors,TR4,Dark Purple,2015,3,1974-09-20,Coupe,B3B8AF95-B162-4983-AD24-6325A8FAF7DD,USA,CO,
2015-05-02,Triumph,USA,,25250,22000,200.0,-50,400,325,Style ‘N Ride,TR4,Night Blue,2015,5,1976-09-20,Coupe,5BDF1DE4-8034-4A56-BDC5-98344FC99B8B,USA,MA,
2015-07-02,Triumph,USA,,25250,22000,200.0,-50,250,325,BritWheels,TR4,Canary Yellow,2015,7,1976-09-20,Coupe,475F203C-394E-462E-AF6C-0B145D6DF596,USA,OR,
2015-08-02,Triumph,USA,,28000,22000,200.0,50,400,325,Sporty Types Corp,TR4,Blue,2015,8,1974-09-20,Coupe,EF8F4073-8531-48A2-A170-C37F619578F5,USA,CA,
2015-09-02,Triumph,USA,,25250,22000,200.0,-50,50,325,Style ‘N Ride,TR4,Blue,2015,9,1974-09-20,Coupe,F4AA0AFD-A2A5-4F66-8991-F332D65DDD25,USA,MA,
2015-10-02,Triumph,USA,,28000,22000,200.0,-50,400,325,Ambassador Cars,TR4,Red,2015,10,1974-09-20,Coupe,75AFE80E-6034-4B1B-81AF-952D8FC9A8E8,USA,WA,
2015-11-02,Triumph,USA,,28000,22000,200.0,-50,50,325,Classy Car Sales,TR4,Red,2015,11,1978-09-20,Coupe,373ECB78-9EAA-40F4-A7C9-09817F5CFF52,USA,PA,
2015-12-02,Triumph,USA,,28000,22000,200.0,-50,75,325,British Luxury Automobile Corp,TR4,Green,2015,12,1974-09-20,Coupe,9599828D-AFBD-4DDC-83F7-AC9D697B22EE,USA,TN,
2015-01-09,Triumph,USA,,28000,22000,550.0,875,150,450,Embassy Motors,TR4,Silver,2015,1,2005-09-20,Coupe,B00C409D-D81A-40DC-AF47-7EE837A30F36,USA,CO,
2015-01-10,Aston Martin,USA,,77250,36125,1300.0,875,895,1250,BritWheels,DB9,Red,2015,1,2007-04-05,Convertible,F683AD66-70CF-4A07-ABA1-3783F81B4B5F,USA,OR,
2015-02-11,Aston Martin,USA,,72000,22500,550.0,875,750,1250,Style ‘N Ride,DB9,Blue,2015,2,2005-04-05,Coupe,2F9FCD8F-5BD6-4FC9-9947-74AC15A01660,USA,MA,
2015-03-12,Aston Martin,USA,,25500,27500,1050.0,875,895,950,Classy Car Sales,DB9,Green,2015,3,2007-04-05,Coupe,79F599B7-0B62-4DCD-AF5D-557EAB30A988,USA,PA,
2015-03-13,Aston Martin,USA,,39750,22500,800.0,875,895,1250,Style ‘N Ride,DB9,Silver,2015,3,2007-04-05,Convertible,4C4C8F69-C596-4198-8170-5D4EE18250B9,USA,MA,
2015-03-14,Rolls Royce,USA,,77250,36125,1050.0,875,895,1250,Style ‘N Ride,Camargue,Canary Yellow,2015,3,2003-04-05,Coupe,61282F28-2E10-4B4E-A3A9-D89935FCC6E6,USA,MA,
2015-04-15,Aston Martin,USA,,48550,22500,2550.0,250,500,950,Style ‘N Ride,DB9,Night Blue,2015,4,2005-04-05,Coupe,8C5BCF50-E0AF-4044-9434-D353C6189DDC,USA,MA,
2015-04-16,Rolls Royce,USA,,25500,27500,1300.0,250,895,1250,Style ‘N Ride,Camargue,Black,2015,4,2007-04-05,Saloon,8247886E-24A7-4DDA-BD3A-5F435B8DEDD1,USA,MA,
2015-05-17,Aston Martin,USA,,48550,22500,1050.0,250,500,1250,Ambassador Cars,DB9,Red,2015,5,2007-04-05,Coupe,1881FA5C-740A-4B6A-81F1-9266746B7276,USA,WA,
2015-05-18,Aston Martin,USA,,39750,22500,550.0,875,895,1250,Tweedy Wheels,DB9,Blue,2015,5,2007-04-05,Convertible,9085AD52-6F12-4E6B-A34A-289083A24095,USA,MA,
2015-05-19,Aston Martin,USA,,48550,22500,1050.0,-75,750,1250,Embassy Motors,DB9,Green,2015,5,2007-04-05,Coupe,458CEC75-D3D4-4DB9-8B33-00E24B05DB44,USA,CO,
2015-06-20,Aston Martin,USA,,40440,27500,2550.0,875,895,950,Union Jack Sports Cars,DB9,Silver,2015,6,2009-04-05,Convertible,804111B6-2D31-440A-9C95-A5E32FEEA94D,USA,KY,
2015-07-21,Aston Martin,USA,,77250,22500,1300.0,875,500,1250,Style ‘N Ride,DB9,Canary Yellow,2015,7,2007-04-05,Coupe,DD6B2770-DA33-4A8E-9B0B-7734BB66BB1F,USA,MA,
2015-07-22,Rolls Royce,USA,,48550,22500,1050.0,175,895,1250,Sporty Types Corp,Camargue,Dark Purple,2015,7,2010-04-05,Saloon,FAE8C854-586E-49DD-8994-81C49D4D447D,USA,CA,
2015-09-23,Aston Martin,USA,,39750,27500,1300.0,-75,500,1250,Buckingham Palace Car Services,DB9,Black,2015,9,2007-04-05,Coupe,CF472D66-EF09-4B67-B0DB-5AD0933FF04F,USA,OH,
2015-10-24,Aston Martin,USA,,40440,22500,550.0,175,500,1250,British Luxury Automobile Corp,DB9,Red,2015,10,2003-04-05,Coupe,11924DE3-A1EA-4AAA-A2C4-56993FB0176D,USA,TN,
2015-11-25,Rolls Royce,USA,,72000,22500,1050.0,-75,895,950,Classy Car Sales,Camargue,Blue,2015,11,2007-04-05,Saloon,CBB92556-1D13-447E-98E1-B3ECCC4FB247,USA,PA,
2015-11-26,Aston Martin,USA,,40440,36125,800.0,875,895,1250,Ambassador Cars,DB9,Green,2015,11,2007-04-05,Coupe,54C176DE-35B7-4DB9-8BAE-0321704E1F97,USA,WA,
2015-11-27,Aston Martin,USA,,77250,22500,550.0,875,750,1250,Embassy Motors,DB9,Silver,2015,11,2003-04-05,Coupe,8FB171CC-016A-4C24-8DF6-22EE8FE93733,USA,CO,
